"","x"
"5631","aaaaaaaaacc"
"5632","aabaacc"
"5633","aababaaaaababaaababaaacc"
"5634","aac"
"5635","aac"
"5636","aabababababaaaacc"
"5637","aaababaaabacc"
"5638","aaabaaaabacc"
"5639","aaabaaaaacc"
"5640","aabacc"
"5641","aac"
"5642","aac"
"5643","aabacc"
"5644","aacc"
"5645","aac"
"5646","aababacc"
"5647","aabaacc"
"5648","aababaaaaacc"
"5649","aababaaacc"
"5650","aaaaaacc"
"5651","aabaaaaababaaabaaaaaababababaaacc"
"5652","aac"
"5653","aabaababacc"
"5654","aacacc"
"5655","aabaaacc"
"5656","aaacc"
"5657","aac"
"5658","aababaababaacc"
"5659","aac"
"5660","aac"
"5661","aac"
"5662","aabaacc"
"5663","aacc"
"5664","aaababaabacc"
"5665","aababaababababbababababacc"
"5666","aabaacc"
"5667","aababacc"
"5668","aabbaaaacc"
"5669","aaaacc"
"5670","aac"
"5671","aacc"
"5672","aaacc"
"5673","aac"
"5674","aacc"
"5675","aac"
"5676","aac"
"5677","aac"
"5678","aacc"
"5679","aac"
"5680","aac"
"5681","aaabbabacc"
"5682","aaaaaaaaacc"
"5683","aaaac"
"5684","aabbaabc"
"5685","aaacc"
"5686","aababaacc"
"5687","aac"
"5688","aac"
"5689","aabaabaaaaacc"
"5690","aac"
"5691","aac"
"5692","aacc"
"5693","aac"
"5694","aac"
"5695","aabaaabaaacc"
"5696","aac"
"5697","aabaacc"
"5698","aacc"
"5699","aaababbaaacc"
"5700","aababaababacc"
"5701","aabababaaababaaacaaaaacc"
"5702","aaaac"
"5703","aac"
"5704","aabacc"
"5705","aabacc"
"5706","aabaacc"
"5707","aabaaaaaaaacc"
"5708","aac"
"5709","aabaaaacc"
"5710","aababaaacc"
"5711","aac"
"5712","aac"
"5713","aac"
"5714","aababacc"
"5715","aabaaaaaacc"
"5716","aacc"
"5717","aac"
"5718","aabacc"
"5719","aacc"
"5720","aac"
"5721","aac"
"5722","aacc"
"5723","aaabacc"
"5724","aac"
"5725","aacc"
"5726","aabacc"
"5727","aaaaaacc"
"5728","aabaaacc"
"5729","aababacc"
"5730","aac"
"5731","aac"
"5732","aac"
"5733","aac"
"5734","aacc"
"5735","aabaacc"
"5736","aabacc"
"5737","aabaaacc"
"5738","bbabacc"
"5739","bacc"
"5740","babacc"
"5741","bacc"
"5742","baacc"
"5743","bacc"
"5744","bacc"
"5745","aac"
"5746","aabbaacc"
"5747","aac"
"5748","aaaacc"
"5749","aababaaababaaaacc"
"5750","aac"
"5751","aabaababaaaabaacc"
"5752","aaaacc"
"5753","aabaacc"
"5754","aacc"
"5755","aac"
"5756","aababababaacc"
"5757","aac"
"5758","aabacc"
"5759","aaacc"
"5760","aabaacc"
"5761","aac"
"5762","aabbacc"
"5763","aac"
"5764","aacc"
"5765","aac"
"5766","aacc"
"5767","aac"
"5768","aac"
"5769","aacacc"
"5770","aabacc"
"5771","aac"
"5772","aabaaaabaacc"
"5773","aabacc"
"5774","aaaaaabbaacc"
"5775","aaac"
"5776","aaaabaacc"
"5777","aabababababaaababaabababaccbacc"
"5778","aac"
"5779","aabaaaacc"
"5780","aac"
"5781","aabacc"
"5782","aabaacc"
"5783","aac"
"5784","aaac"
"5785","aabaaabaaaaaaacc"
"5786","aac"
"5787","aac"
"5788","aabaaaaaaacc"
"5789","aac"
"5790","aabbabacc"
"5791","aaacc"
"5792","aac"
"5793","aacc"
"5794","aac"
"5795","aaaacc"
"5796","aaaacc"
"5797","aac"
"5798","aaaacc"
"5799","aac"
"5800","caac"
"5801","aaaaacc"
"5802","aaacc"
"5803","bbacc"
"5804","bbabaaaacc"
"5805","bbbabaaaacc"
"5806","bbbacc"
"5807","bbbabaaaacc"
"5808","aac"
"5809","aacc"
"5810","aacc"
"5811","aac"
"5812","aac"
"5813","aac"
"5814","aabacc"
"5815","aabaabaababaaaacc"
"5816","aaabacc"
"5817","aabababaaababbaaababaaababaaacc"
"5818","aacacc"
"5819","aac"
"5820","aac"
"5821","aac"
"5822","aac"
"5823","aabababaacc"
"5824","aac"
"5825","aaacc"
"5826","aac"
"5827","aac"
"5828","aabaaaaaaabacc"
"5829","aac"
"5830","aac"
"5831","aac"
"5832","aabacc"
"5833","aac"
"5834","aabaaacc"
"5835","aac"
"5836","aac"
"5837","aabacc"
"5838","aabaacc"
"5839","aac"
"5840","aaabacc"
"5841","aac"
"5842","aac"
"5843","aac"
"5844","aac"
"5845","aac"
"5846","aac"
"5847","aac"
"5848","aababaaacc"
"5849","aac"
"5850","aabbaacc"
"5851","aaababacc"
"5852","aacababaaababaaababaaaacc"
"5853","aabaacc"
"5854","aababacc"
"5855","aac"
"5856","aac"
"5857","aac"
"5858","aabaaaaaaacc"
"5859","aac"
"5860","aaaabacc"
"5861","aac"
"5862","aabaacc"
"5863","aac"
"5864","aac"
"5865","bbacc"
"5866","babacc"
"5867","bacc"
"5868","babacc"
"5869","babacc"
"5870","bacc"
"5871","bacc"
"5872","bacc"
"5873","babacc"
"5874","babacc"
"5875","babacc"
"5876","bacc"
"5877","aacaabababacc"
"5878","aacc"
"5879","aac"
"5880","aac"
"5881","aabaaaacc"
"5882","aabaaaababbaaaacc"
"5883","aac"
"5884","aac"
"5885","aaacc"
"5886","aac"
"5887","aababbabaaacc"
"5888","aac"
"5889","aac"
"5890","aaac"
"5891","aaaacc"
"5892","aac"
"5893","aac"
"5894","aac"
"5895","aac"
"5896","aac"
"5897","aacc"
"5898","aac"
"5899","aaaaaacc"
"5900","aac"
"5901","aacc"
"5902","aabaabbaacc"
"5903","aabaaaacc"
"5904","aaabacc"
"5905","aac"
"5906","aaaaaabaaaacc"
"5907","aac"
"5908","aaababacc"
"5909","aacc"
"5910","aababababaaacc"
"5911","aac"
"5912","aacc"
"5913","aac"
"5914","aac"
"5915","aabaabaaabaaabaabacc"
"5916","aacc"
"5917","aacc"
"5918","aaacc"
"5919","aabbaaaabaaacc"
"5920","aacc"
"5921","aac"
"5922","aacacc"
"5923","aac"
"5924","aac"
"5925","aaaacc"
"5926","aac"
"5927","aabaaaacc"
"5928","aabaaacacc"
"5929","aabaabaababaabacc"
"5930","aacc"
"5931","aac"
"5932","aabacc"
"5933","aac"
"5934","aac"
"5935","aac"
"5936","aabacc"
"5937","aacc"
"5938","aac"
"5939","aac"
"5940","aaacc"
"5941","aabacc"
"5942","aac"
"5943","aac"
"5944","aabacc"
"5945","aac"
"5946","aabaabacc"
"5947","aac"
"5948","aac"
"5949","aabacc"
"5950","aac"
"5951","aacc"
"5952","aabababaaaacc"
"5953","aababbabaaabacc"
"5954","aac"
"5955","aababaaababaaacc"
"5956","aac"
"5957","aacabaaaacc"
"5958","aaaac"
"5959","aababababaaacc"
"5960","aabaaabbacc"
"5961","aabababababaaacc"
"5962","aabaaabaaaabaaaababaacc"
"5963","aababacc"
"5964","aababaaabbababababaaabaabacc"
"5965","aaaac"
"5966","aacc"
"5967","aabaaaacc"
"5968","aaabaaabacc"
"5969","aacc"
"5970","aababaaabaaacc"
"5971","aac"
"5972","aababaacc"
"5973","aaac"
"5974","aac"
"5975","aaabbaacc"
"5976","aac"
"5977","aac"
"5978","aabaaabaaacc"
"5979","aababacc"
"5980","aac"
"5981","aac"
"5982","aabacc"
"5983","aabaacc"
"5984","aac"
"5985","aac"
"5986","aac"
"5987","aac"
"5988","aac"
"5989","aacc"
"5990","aababacc"
"5991","aabacc"
"5992","aacc"
"5993","aacc"
"5994","aacc"
"5995","aabababacc"
"5996","aaabaacc"
"5997","aabaacc"
"5998","aac"
"5999","aac"
"6000","aac"
"6001","aabaacc"
"6002","aac"
"6003","aac"
"6004","aac"
"6005","aaababaaaacc"
"6006","aac"
"6007","aac"
"6008","aaaacc"
"6009","aacc"
"6010","aac"
"6011","aabaacc"
"6012","aac"
"6013","aababaaabaababaababbaabaaacc"
"6014","aac"
"6015","aaaac"
"6016","aac"
"6017","aac"
"6018","aac"
"6019","aac"
"6020","aac"
"6021","aababaaacc"
"6022","aabacc"
"6023","aac"
"6024","aabacc"
"6025","aabaacc"
"6026","aaacc"
"6027","aabacc"
"6028","aabaacc"
"6029","aac"
"6030","aac"
"6031","aac"
"6032","aababaabaabababacc"
"6033","aabacc"
"6034","aac"
"6035","aabaaabacc"
"6036","aababbabaaacc"
"6037","aac"
"6038","aac"
"6039","aababababababaababababababaacc"
"6040","aabaaaababaaaacc"
"6041","aac"
"6042","aac"
"6043","aabaacc"
"6044","aaaaaacc"
"6045","aac"
"6046","aac"
"6047","aac"
"6048","aacc"
"6049","aababaacc"
"6050","aac"
"6051","ac"
"6052","aacaabaaacc"
"6053","aac"
"6054","aac"
"6055","aabacc"
"6056","aac"
"6057","cac"
"6058","aabacc"
"6059","aabaaabacc"
"6060","aac"
"6061","aaaabaaaaaaaaaaaaaaaaaacc"
"6062","aac"
"6063","aac"
"6064","aac"
"6065","aabaacc"
"6066","aac"
"6067","aac"
"6068","aababaaabacc"
"6069","aacc"
"6070","aaacc"
"6071","aabacc"
"6072","aac"
"6073","aabaacc"
"6074","aabaacc"
"6075","aac"
"6076","aaabacc"
"6077","aababaaababaaaaacc"
"6078","aac"
"6079","aac"
"6080","aac"
"6081","aabaabaaaaaaacc"
"6082","aabaacc"
"6083","bacc"
"6084","bbacc"
"6085","bacc"
"6086","bacc"
"6087","babacc"
"6088","babacc"
"6089","bacc"
"6090","babaaaacc"
"6091","baacc"
"6092","baaaacc"
"6093","babaaaaac"
"6094","babaaac"
"6095","babaacc"
"6096","baabaacc"
"6097","bacc"
"6098","baaabaaabaaaaaaaabaaabbaaaaacc"
"6099","babacc"
"6100","bacc"
"6101","bacc"
"6102","baaacc"
"6103","bacc"
"6104","babbacc"
"6105","bababababaaaaaaacc"
"6106","babaaabaaacc"
"6107","babaac"
"6108","baaaacc"
"6109","babacc"
"6110","babaacc"
"6111","baaaaacc"
"6112","baaacc"
"6113","baaaabbbc"
"6114","babbaaacc"
"6115","babaacc"
"6116","babaaacc"
"6117","baaaaaacc"
"6118","aac"
"6119","aac"
"6120","aaacc"
"6121","aac"
"6122","aabaacc"
"6123","aabaacc"
"6124","aabaacc"
"6125","aac"
"6126","aabacc"
"6127","aabaaacc"
"6128","aaaabaaabaaabaaacc"
"6129","aaaabababaaababababaacc"
"6130","aac"
"6131","aacc"
"6132","aac"
"6133","aaacc"
"6134","aacc"
"6135","aaacc"
"6136","aac"
"6137","aacc"
"6138","aaaacc"
"6139","aac"
"6140","aac"
"6141","aabaacc"
"6142","aac"
"6143","aac"
"6144","aac"
"6145","aac"
"6146","aacc"
"6147","aaaac"
"6148","aac"
"6149","aac"
"6150","aabaacc"
"6151","aac"
"6152","bac"
"6153","aaacc"
"6154","aabaaabacc"
"6155","aacc"
"6156","aaacc"
"6157","aac"
"6158","aac"
"6159","aac"
"6160","aabaacc"
"6161","aac"
"6162","aac"
"6163","aacc"
"6164","aabaacc"
"6165","aacc"
"6166","aaacc"
"6167","aac"
"6168","aac"
"6169","aac"
"6170","aacc"
"6171","aac"
"6172","aac"
"6173","aaac"
"6174","aac"
"6175","aaacc"
"6176","aababacc"
"6177","aac"
"6178","aac"
"6179","aabaacc"
"6180","aac"
"6181","aaababaacc"
"6182","aac"
"6183","aaccaaacc"
"6184","aabaaababaacc"
"6185","aacacc"
"6186","aaaacc"
"6187","aaac"
"6188","aaaacc"
"6189","aaaacc"
"6190","aaaaaacc"
"6191","aac"
"6192","aaaacc"
"6193","aaaaaaacc"
"6194","aacc"
"6195","aaac"
"6196","aac"
"6197","aac"
"6198","aac"
"6199","aac"
"6200","aac"
"6201","aac"
"6202","ac"
"6203","aac"
"6204","aabbabaaabaaaacc"
"6205","aac"
"6206","aac"
"6207","aac"
"6208","aac"
"6209","aabaaaaaacc"
"6210","aacc"
"6211","aac"
"6212","aababaacc"
"6213","aac"
"6214","aababacc"
"6215","aac"
"6216","aababaaacc"
"6217","aababaaacc"
"6218","aabacc"
"6219","aabaaaabacc"
"6220","aacc"
"6221","bacc"
"6222","baacc"
"6223","bacc"
"6224","bababaaacc"
"6225","bacc"
"6226","aacc"
"6227","aaaaaaaacc"
"6228","aac"
"6229","aac"
"6230","aaaaacc"
"6231","aac"
"6232","aac"
"6233","aabaaaaacc"
"6234","aac"
"6235","aabbaaaac"
"6236","aac"
"6237","aabacc"
"6238","bbababaacc"
"6239","bbaaaaacc"
"6240","baac"
"6241","bbababacc"
"6242","aabaaaabacc"
"6243","aabacc"
"6244","aabaacc"
"6245","aac"
"6246","aac"
"6247","aabacc"
"6248","aabacc"
"6249","aabaacc"
"6250","aabaaacc"
"6251","aaabacc"
"6252","aaacc"
"6253","aac"
"6254","aabaacc"
"6255","aaabaacc"
"6256","aabacc"
"6257","aabaaacc"
"6258","aabaacc"
"6259","aac"
"6260","aac"
"6261","aac"
"6262","aac"
"6263","aac"
"6264","aac"
"6265","aac"
"6266","aabaacc"
"6267","aababaabaaacc"
"6268","aac"
"6269","aacc"
"6270","aac"
"6271","aabacc"
"6272","aabaacc"
"6273","aac"
"6274","aac"
"6275","aabacc"
"6276","aabaacc"
"6277","aabaaaabacc"
"6278","aaac"
"6279","aac"
"6280","aac"
"6281","aac"
"6282","aac"
"6283","aabacc"
"6284","aabacc"
"6285","aaabaaacc"
"6286","aac"
"6287","aac"
"6288","aac"
"6289","aacc"
"6290","aac"
"6291","aac"
"6292","aac"
"6293","aac"
"6294","aaabbaacc"
"6295","aabaaacc"
"6296","aabaaacc"
"6297","aabaaacc"
"6298","aabaaacc"
"6299","aabaaabacc"
"6300","babacc"
"6301","baaacc"
"6302","baaacc"
"6303","bacc"
"6304","bacc"
"6305","bacc"
"6306","bacacc"
"6307","babacc"
"6308","bacc"
"6309","bacc"
"6310","bacc"
"6311","bacc"
"6312","bacc"
"6313","aababacc"
"6314","aac"
"6315","aabaabacc"
"6316","aac"
"6317","aaabacc"
"6318","aababababacc"
"6319","aac"
"6320","aac"
"6321","aabacc"
"6322","aac"
"6323","aaaac"
"6324","aac"
"6325","aaabaacc"
"6326","aabacc"
"6327","aacc"
"6328","aabaaaacc"
"6329","aac"
"6330","aaabaaacc"
"6331","aaacc"
"6332","aaabaaaaacc"
"6333","aac"
"6334","bababcc"
"6335","bacc"
"6336","bbacc"
"6337","bacc"
"6338","bacc"
"6339","bacc"
"6340","bacc"
"6341","bacc"
"6342","bacc"
"6343","aac"
"6344","aabaaacc"
"6345","aababaaaaacc"
"6346","aac"
"6347","aac"
"6348","aac"
"6349","aac"
"6350","aac"
"6351","aac"
"6352","aac"
"6353","aac"
"6354","aabaacc"
"6355","bacc"
"6356","babbacc"
"6357","bacc"
"6358","bacc"
"6359","bbacc"
"6360","baacc"
"6361","baacc"
"6362","bacc"
"6363","bbabacc"
"6364","aababababacc"
"6365","aac"
"6366","aac"
"6367","aababababacc"
"6368","aacc"
"6369","aac"
"6370","aacacc"
"6371","aacc"
"6372","aacc"
"6373","aacc"
"6374","aac"
"6375","aababababaabaaabaabababaabaaaaaabaaaaacc"
"6376","aacc"
"6377","aac"
"6378","aacc"
"6379","aaabacc"
"6380","aacc"
"6381","aac"
"6382","aac"
"6383","aaacc"
"6384","aacc"
"6385","aacc"
"6386","aabacc"
"6387","aaaacc"
"6388","bacc"
"6389","bacc"
"6390","baacc"
"6391","baacc"
"6392","babaaacc"
"6393","babaaaaaacc"
"6394","baacc"
"6395","bacc"
"6396","bacc"
"6397","babacc"
"6398","bacc"
"6399","babacc"
"6400","babacc"
"6401","bacc"
"6402","aaacc"
"6403","aabababacc"
"6404","aac"
"6405","aac"
"6406","aabacc"
"6407","aac"
"6408","aabaacc"
"6409","aabaacc"
"6410","aac"
"6411","aabacc"
"6412","aababaacc"
"6413","aac"
"6414","aac"
"6415","aac"
"6416","aaababaacc"
"6417","abbaacc"
"6418","aac"
"6419","aac"
"6420","aac"
"6421","aac"
"6422","aac"
"6423","aabaaacc"
"6424","aabacc"
"6425","aaabaaacc"
"6426","aac"
"6427","aac"
"6428","aac"
"6429","aac"
"6430","aaaacc"
"6431","aaababaababacc"
"6432","aacc"
"6433","aacc"
"6434","aacc"
"6435","ac"
"6436","aacc"
"6437","aacc"
"6438","aabacc"
"6439","aacc"
"6440","aacc"
"6441","aaaac"
"6442","aabacc"
"6443","aabaacc"
"6444","aababacc"
"6445","aac"
"6446","aabaacc"
"6447","aabaababaababababaaacc"
"6448","aabaaaaaaaaaacc"
"6449","aabaababaaaacc"
"6450","aac"
"6451","aaaacc"
"6452","aabacc"
"6453","aac"
"6454","aac"
"6455","aac"
"6456","aac"
"6457","aabbcc"
"6458","aabaabacc"
"6459","aac"
"6460","aaaacc"
"6461","aac"
"6462","aacc"
"6463","aac"
"6464","aacc"
"6465","aac"
"6466","aacc"
"6467","aac"
"6468","aacc"
"6469","aaaabaaaaacc"
"6470","aabbacc"
"6471","aac"
"6472","aabaaaacc"
"6473","aabacc"
"6474","aaaaaacc"
"6475","aac"
"6476","aac"
"6477","aac"
"6478","aabaaacabaaacc"
"6479","aac"
"6480","aababacc"
"6481","aac"
"6482","aac"
"6483","aaabaaacc"
"6484","aacaacc"
"6485","aabbababaaaaaaacc"
"6486","aac"
"6487","aabaaaaaaaabbaaaaacc"
"6488","aac"
"6489","aac"
"6490","aabaaacc"
"6491","babaababababacc"
"6492","bacc"
"6493","baabaacc"
"6494","babaacc"
"6495","bbacc"
"6496","bbacc"
"6497","babacc"
"6498","bacc"
"6499","babacc"
"6500","bacc"
"6501","bacc"
"6502","bacc"
"6503","bacc"
"6504","bacc"
"6505","bacc"
"6506","bacc"
"6507","babacc"
"6508","bacc"
"6509","bacc"
"6510","bacc"
"6511","aac"
"6512","aababababaababababababacc"
"6513","aac"
"6514","aac"
"6515","aac"
"6516","aacc"
"6517","aac"
"6518","aac"
"6519","aacc"
"6520","aaacc"
"6521","aac"
"6522","aac"
"6523","aabaaabacc"
"6524","aac"
"6525","aac"
"6526","aac"
"6527","aac"
"6528","aabaaaacc"
"6529","aabaacc"
"6530","aacacc"
"6531","aabacc"
"6532","aababacabbaacc"
"6533","ac"
"6534","aac"
"6535","aabacc"
"6536","aababababaaacc"
"6537","aabaacc"
"6538","aac"
"6539","aac"
"6540","aabaacc"
"6541","aaaac"
"6542","aacacabaaaaaaaaacc"
"6543","aababacc"
"6544","aacc"
"6545","aababaacc"
"6546","aababaabaaabaaacc"
"6547","aaacc"
"6548","aaaa"
"6549","aaac"
"6550","aaaaaaaaaacc"
"6551","aac"
"6552","aac"
"6553","aac"
"6554","aac"
"6555","aac"
"6556","aacc"
"6557","aacc"
"6558","aaabaaaaaaacc"
"6559","aabacc"
"6560","aabaaaacc"
"6561","aac"
"6562","aabba"
"6563","aac"
"6564","aac"
"6565","aaabacc"
"6566","aababbaabaaabaacc"
"6567","aac"
"6568","aabacc"
"6569","bac"
"6570","aaabaaacc"
"6571","aababaaacc"
"6572","aac"
"6573","aaaacc"
"6574","aac"
"6575","aacc"
"6576","aac"
"6577","aacc"
"6578","aac"
"6579","aaaaacc"
"6580","aac"
"6581","aababacc"
"6582","aac"
"6583","aacc"
"6584","aac"
"6585","aaaacc"
"6586","aac"
"6587","aacc"
"6588","aaaac"
"6589","aaacc"
"6590","aac"
"6591","aabbacc"
"6592","aac"
"6593","aaacc"
"6594","aac"
"6595","aabacc"
"6596","aacc"
"6597","aaaac"
"6598","aaacc"
"6599","aac"
"6600","aac"
"6601","aac"
"6602","aac"
"6603","aabacc"
"6604","aaabaabaacc"
"6605","aac"
"6606","aac"
"6607","aac"
"6608","aacc"
"6609","aac"
"6610","aac"
"6611","aac"
"6612","aababacc"
"6613","aaabaababaacc"
"6614","aabaacc"
"6615","aaaac"
"6616","aababababaacc"
"6617","aac"
"6618","aacc"
"6619","aac"
"6620","aac"
"6621","aac"
"6622","aababacc"
"6623","aac"
"6624","aac"
"6625","aaaaaacc"
"6626","aabaabacc"
"6627","aacc"
"6628","aacc"
"6629","aaaac"
"6630","aac"
"6631","aababacc"
"6632","aac"
"6633","aac"
"6634","aac"
"6635","aac"
"6636","aac"
"6637","aac"
"6638","aac"
"6639","aac"
"6640","aaaaacc"
"6641","aabbaaabacc"
"6642","aacc"
"6643","aacc"
"6644","aababacc"
"6645","aabacc"
"6646","aac"
"6647","aabaacc"
"6648","aababaaaaacc"
"6649","baccc"
"6650","aacc"
"6651","aac"
"6652","aac"
"6653","aababacc"
"6654","aababaacc"
"6655","aaababaabaaaaaacc"
"6656","aabaaacc"
"6657","aabaaaaabbacc"
"6658","aababaaaababaaababaacc"
"6659","aababaaaababaaabacc"
"6660","aac"
"6661","aacc"
"6662","aabacc"
"6663","aac"
"6664","aabaaaacaacc"
"6665","aabaaaaaaacc"
"6666","aaababaaabaacc"
"6667","aabacc"
"6668","aacc"
"6669","aac"
"6670","aaabababaaaaaccbaaaaaaacc"
"6671","aac"
"6672","aacaaaacaaacacc"
"6673","aacc"
"6674","aac"
"6675","aac"
"6676","aacc"
"6677","aabaacc"
"6678","aaac"
"6679","aac"
"6680","aac"
"6681","aac"
"6682","aac"
"6683","babacc"
"6684","bacc"
"6685","babacc"
"6686","bbacc"
"6687","bbacc"
"6688","bacc"
"6689","bacc"
"6690","bacc"
"6691","bacc"
"6692","aac"
"6693","aabaaacc"
"6694","aacababacc"
"6695","aabaaaaaacc"
"6696","aacc"
"6697","aabaaacc"
"6698","aac"
"6699","aabaaaacc"
"6700","aac"
"6701","aac"
"6702","aac"
"6703","aac"
"6704","aabaabacc"
"6705","aaabaaacc"
"6706","aaacc"
"6707","aabaaaabacc"
"6708","aabaacc"
"6709","aac"
"6710","aaac"
"6711","aacacc"
"6712","aabacc"
"6713","aaaaaacc"
"6714","aabacc"
"6715","aabacc"
"6716","aabacc"
"6717","aabaaaaabacc"
"6718","aacc"
"6719","aaacc"
"6720","aac"
"6721","cbc"
"6722","aabacc"
"6723","aabaacc"
"6724","aabaaaacc"
"6725","aac"
"6726","aac"
"6727","aabaacc"
"6728","aac"
"6729","aac"
"6730","aacc"
"6731","bbbaac"
"6732","aabbacc"
"6733","aac"
"6734","aac"
"6735","aabaaaaacc"
"6736","aac"
"6737","aac"
"6738","aac"
"6739","aabacc"
"6740","aabacc"
"6741","aac"
"6742","aabbacc"
"6743","aac"
"6744","aaacc"
"6745","aabacc"
"6746","aac"
"6747","aababbacc"
"6748","aabc"
"6749","aac"
"6750","aac"
"6751","aaaac"
"6752","ac"
"6753","aabaacc"
"6754","aabaacabacc"
"6755","aac"
"6756","aac"
"6757","aaac"
"6758","aabaacc"
"6759","aac"
"6760","aac"
"6761","aac"
"6762","aac"
"6763","aabaacc"
"6764","aaabababababababababaaaaacc"
"6765","aacacabaaaacc"
"6766","aababababaaacc"
"6767","aac"
"6768","aababacc"
"6769","aac"
"6770","aac"
"6771","aacc"
"6772","aac"
"6773","aacc"
"6774","aac"
"6775","aababaaababaaaaacc"
"6776","aabbacc"
"6777","aacdacc"
"6778","aac"
"6779","aacc"
"6780","aabacc"
"6781","aabacc"
"6782","aacc"
"6783","aabacc"
"6784","aac"
"6785","aabacc"
"6786","aacc"
"6787","aabacc"
"6788","aac"
"6789","baac"
"6790","aac"
"6791","aababbabacc"
"6792","aababaaacc"
"6793","aabaacc"
"6794","babaabaaabaacc"
"6795","baaacc"
"6796","baaaaaaacc"
"6797","bababaaaaacc"
"6798","babacc"
"6799","baaaabacc"
"6800","baaaaaaacc"
"6801","baaaaaaabaaaaacc"
"6802","baaaacc"
"6803","babababaacc"
"6804","babacc"
"6805","baabaaaaaaacc"
"6806","baaaacc"
"6807","babac"
"6808","babacc"
"6809","bacc"
"6810","baabaacc"
"6811","babaacc"
"6812","babaaacc"
"6813","aac"
"6814","aaacc"
"6815","aabababacc"
"6816","aacc"
"6817","aacabaacc"
"6818","aac"
"6819","aac"
"6820","aababaaaacc"
"6821","aaaac"
"6822","aac"
"6823","aaaacc"
"6824","aaaacc"
"6825","aababacc"
"6826","aac"
"6827","aacc"
"6828","aacc"
"6829","aaabababac"
"6830","aaaaaacc"
"6831","aabaaacc"
"6832","aac"
"6833","aac"
"6834","aac"
"6835","aababaacc"
"6836","aacc"
"6837","aac"
"6838","aabacc"
"6839","aac"
"6840","aacc"
"6841","aac"
"6842","aabaaacc"
"6843","aacc"
"6844","aacc"
"6845","aac"
"6846","aabacc"
"6847","aabacc"
"6848","aacc"
"6849","aac"
"6850","aabaaababaaacc"
"6851","aac"
"6852","aaaac"
"6853","aabaaacc"
"6854","aacc"
"6855","aababacc"
"6856","aaaaac"
"6857","aacc"
"6858","aac"
"6859","aabaacc"
"6860","aabacc"
"6861","aac"
"6862","aac"
"6863","aacc"
"6864","aac"
"6865","aabaaaacc"
"6866","aac"
"6867","aac"
"6868","aaaac"
"6869","aac"
"6870","aac"
"6871","aaabaaacc"
"6872","aaaa"
"6873","aaac"
"6874","aabaaacc"
"6875","aabbabacc"
"6876","aac"
"6877","aacc"
"6878","aacc"
"6879","aababbababacbabababaaacc"
"6880","aac"
"6881","aabacc"
"6882","aabaaaaaaabacc"
"6883","aacc"
"6884","aabacc"
"6885","aabaaaaaaabacc"
"6886","aacc"
"6887","aaccacc"
"6888","aacc"
"6889","aacc"
"6890","aac"
"6891","aac"
"6892","aabaaaaacc"
"6893","aac"
"6894","aabaacc"
"6895","aababacc"
"6896","aaacc"
"6897","aacc"
"6898","aaacc"
"6899","aabaacc"
"6900","aabaaacbaacc"
"6901","aabaacc"
"6902","aababacc"
"6903","aacc"
"6904","aabaaacc"
"6905","aacc"
"6906","aac"
"6907","aac"
"6908","aac"
"6909","aac"
"6910","aac"
"6911","aac"
"6912","aac"
"6913","aaacc"
"6914","aac"
"6915","aac"
"6916","aac"
"6917","aabaacc"
"6918","aabaacc"
"6919","aac"
"6920","aac"
"6921","aac"
"6922","aaac"
"6923","aac"
"6924","aabacc"
"6925","aabacc"
"6926","aabaaacc"
"6927","aabacc"
"6928","aabaacc"
"6929","aabbacc"
"6930","aabacc"
"6931","aabaacc"
"6932","aabacc"
"6933","aababaaababbaaaaaaaacc"
"6934","aaabacc"
"6935","aaabaaacc"
"6936","aabacc"
"6937","aacc"
"6938","aababacc"
"6939","aac"
"6940","aacc"
"6941","aacc"
"6942","aabaaaababaaaacc"
"6943","aacc"
"6944","aabaabacc"
"6945","aaaac"
"6946","aabaaacc"
"6947","aac"
"6948","aac"
"6949","aaac"
"6950","aacc"
"6951","aacc"
"6952","aac"
"6953","aac"
"6954","aac"
"6955","aac"
"6956","aac"
"6957","aac"
"6958","aac"
"6959","aaaac"
"6960","aac"
"6961","aac"
"6962","aac"
"6963","aac"
"6964","aac"
"6965","aac"
"6966","aaabbabaaaacc"
"6967","aacacc"
"6968","aac"
"6969","aac"
"6970","aaaacc"
"6971","aac"
"6972","aac"
"6973","aaacc"
"6974","aacc"
"6975","aac"
"6976","aac"
"6977","aaacc"
"6978","aababaaaabacc"
"6979","aaaacc"
"6980","aacc"
"6981","aac"
"6982","aabaaaaaacc"
"6983","aaaacacc"
"6984","aabaaaaacc"
"6985","aac"
"6986","aabaaabacc"
"6987","aaababaaaacc"
"6988","aaaababaaaaacc"
"6989","aaabaaaaacc"
"6990","aabaacc"
"6991","aabaacc"
"6992","aac"
"6993","aac"
"6994","aababbacc"
"6995","aac"
"6996","aac"
"6997","aacc"
"6998","aabaacc"
"6999","bacc"
"7000","bacc"
"7001","bbabcc"
"7002","baacc"
"7003","bacc"
"7004","bacc"
"7005","bacc"
"7006","bacc"
"7007","bacc"
"7008","bacc"
"7009","bacc"
"7010","bacc"
"7011","bacc"
"7012","bacc"
"7013","bacc"
"7014","bacc"
"7015","bacc"
"7016","bacc"
"7017","bacc"
"7018","bacc"
"7019","bacc"
"7020","bacc"
"7021","bacc"
"7022","bacc"
"7023","bacc"
"7024","bacc"
"7025","bacc"
